"","module","domain","process","subprocess","model","parameter","path","unit","default","version","note"
"1081","zooplankton","water","fecalPellet fraction","fecal_pellet ratio","aed2","ffecal_zoo","zoop_params/zoop_param%ffecal_zoo","","0.1","","Fecal Pellet fraction of respiration"
"1082","zooplankton","water","excretion","excretion_rate","aed2","fexcr_zoo","zoop_params/zoop_param%fexcr_zoo","","0.7","","Excretion fraction of respiration"
"1083","zooplankton","water","fecalPellet fraction","fecal_pellet ratio","aed2","ffecal_sed","zoop_params/zoop_param%ffecal_sed","","0.15","","Fraction of fecal pellets that sink directly to sediments (hard fraction)"
"1084","zooplankton","water","respiration","respiration_rate","aed2","theta_resp_zoo","zoop_params/zoop_param%theta_resp_zoo","","1.07","","Temperature multiplier for zooplankton respiration "
"1085","zooplankton","water","growth","temperature_limitation","aed2","Tstd_zoo","zoop_params/zoop_param%Tstd_zoo","oC","20","","Standard temperature for zooplankton respiration temperature dependence"
"1086","zooplankton","water","growth","temperature_limitation","aed2","Topt_zoo","zoop_params/zoop_param%Topt_zoo","oC","22","","Optimal temperature for zooplankton temperature dependence"
"1087","zooplankton","water","growth","temperature_limitation","aed2","Tmax_zoo","zoop_params/zoop_param%Tmax_zoo","","30","","Maximum temperature for zooplankton temperature dependence"
"1088","zooplankton","water","mortality","salt_limitation","aed2","saltfunc_zoo","zoop_params/zoop_param%saltfunc_zoo","","1","","Type of salinity limitation function used in mortality"
"1089","zooplankton","water","growth","salt_limitation","aed2","Smin_zoo","zoop_params/zoop_param%Smin_zoo","psu","0","","Minimum salinity for zooplankton survival"
"1090","zooplankton","water","growth","salt_limitation","aed2","Smax_zoo","zoop_params/zoop_param%Smax_zoo","psu","35","","Maximum salinity for zooplankton survival"
"1091","zooplankton","water","growth","salt_limitation","aed2","Sint_zoo","zoop_params/zoop_param%Sint_zoo","psu","10","","Intercept for salinity = 0 "
"1092","zooplankton","water","stoichiometry","nitrogen_carbon","aed2","INC_zoo","zoop_params/zoop_param%INC_zoo","","0.2","","Ratio of internal nitrogen to carbon"
"1093","zooplankton","water","stoichiometry","phoshorus_carbon","aed2","IPC_zoo","zoop_params/zoop_param%IPC_zoo","","0.01","","Ratio of internal phosphorus to carbon"
"1094","zooplankton","water","respiration","respiration_rate","aed2","DOmin_zoo","zoop_params/zoop_param%DOmin_zoo","mmolO2/m3","10","","Minimum concentration of oxygen for zooplankton survival"
"1095","zooplankton","water","grazing","minimum_grazing","aed2","Cmin_grz_zoo","zoop_params/zoop_param%Cmin_grz_zoo","mmol/m3","0.05","","Minumum prey concentration for grazing by zooplankton"
"1096","zooplankton","water","grazing","prey_identity","aed2","num_prey ","zoop_params/zoop_param%num_prey ","","3","","Number of state variables for zooplankton prey"
"1097","zooplankton","water","grazing","prey_identity","aed2","zoop_prey ","zoop_params/zoop_param%prey(1)%zoop_prey ","","NAME","","Number of state variables for zooplankton prey"
"1098","zooplankton","water","grazing","preference","aed2","Pzoo_prey","zoop_params/zoop_param%prey(1)%Pzoo_prey","","0.4","","Preference factors for zooplankton predators grazing on prey"
"1099","zooplankton","water","grazing","prey_identity","aed2","zoop_prey","zoop_params/zoop_param%prey(2)%zoop_prey","","NAME","","Number of state variables for zooplankton prey"
"1100","zooplankton","water","grazing","preference","aed2","Pzoo_prey","zoop_params/zoop_param%prey(2)%Pzoo_prey","","0.4","","Preference factors for zooplankton predators grazing on prey"
"1101","zooplankton","water","grazing","prey_identity","aed2","zoop_prey","zoop_params/zoop_param%prey(3)%zoop_prey","","NAME","","Number of state variables for zooplankton prey"
"1102","zooplankton","water","grazing","preference","aed2","Pzoo_prey","zoop_params/zoop_param%prey(3)%Pzoo_prey","","0.2","","Preference factors for zooplankton predators grazing on prey"
"1103","zooplankton","water","grazing","assimilation_efficiency","wet","cClearPrey{prey_num}","{group_name}/parameters/cClearPrey{prey_num}","m3/gDW/d","2","2.3","clearance rate for prey 1, default = 2.0"
"1104","zooplankton","water","initial_conditions","minimum_concentration","wet","cDMinZoo","{group_name}/parameters/cDMinZoo","gDW/m3","0.00001","2.3","minimum DW concentration, default = 0.00001"
"1105","zooplankton","water","growth","carrying_capacity","wet","cDCarrZoo","{group_name}/parameters/cDCarrZoo","gDW/m3","25","2.3","carrying capacity, default = 25.0"
"1106","zooplankton","water","vertical_movement","","wet","cMaxLight","{group_name}/parameters/cMaxLight","W/m2","40","2.3","qtrans = 3; light level triggering downwards swimming, default = 40.0"
"1107","zooplankton","water","vertical_movement","","wet","cMinLight","{group_name}/parameters/cMinLight","W/m2","40","2.3","qtrans = 3; light level triggering upwards swimming, default = 40.0"
"1108","zooplankton","water","vertical_movement","","wet","cMinO2","{group_name}/parameters/cMinO2","gO2/m3","2","2.3","qtrans > 1; oxygen conc. limit, default = 2.0"
"1109","zooplankton","water","growth","nutrient_ratio","wet","cNDRef","{group_name}/parameters/cNDRef","mgN/mgDW","0.07","2.3","reference N/DW-ratio(mgN/mgDW), default = 0.07"
"1110","zooplankton","water","growth","nutrient_ratio","wet","cPDRef","{group_name}/parameters/cPDRef","mgP/mgDW","0.01","2.3","reference P/DW-ratio(mgP/mgDW), default = 0.01"
"1111","zooplankton","water","growth","nutrient_ratio","wet","cCDRef","{group_name}/parameters/cCDRef","mgP/mgDW","0.45","2.3","reference C/DW-ratio(mgP/mgDW), default = 0.45"
"1112","zooplankton","water","grazing","temperature_limitation","wet","cSigTmZoo","{group_name}/parameters/cSigTmZoo","C","13","2.3","temperature constant; sigma in Gaussian curve(*C), default = 13.0"
"1113","zooplankton","water","grazing","temperature_limitation","wet","cTmOptZoo","{group_name}/parameters/cTmOptZoo","C","22","2.3","optimum temperature(*C), default = 22.0"
"1114","zooplankton","water","vertical_movement","","wet","cVswim","{group_name}/parameters/cVswim","m/d","15","2.3","qtrans > 1; vertical migration speed(m/d), default = 15.0"
"1115","zooplankton","water","grazing","assimilation_efficiency","wet","fDAssZoo","{group_name}/parameters/fDAssZoo","-","0.35","2.3","dry weight assimilation efficiency(-), default = 0.35"
"1116","zooplankton","water","grazing","egestation","wet","fDissEgesZoo","{group_name}/parameters/fDissEgesZoo","-","0.25","2.3","soluble inorg. nutrient fraction of egested food(-), default = 0.25"
"1117","zooplankton","water","mortality","nutrient_ratio","wet","fDissMortZoo","{group_name}/parameters/fDissMortZoo","-","0.1","2.3","soluble inorg. nutrient fraction of dead ind.(-), default = 0.1"
"1118","zooplankton","water","grazing","assimilation_efficiency","wet","fGutOccPrey{prey_num}","{group_name}/parameters/fGutOccPrey{prey_num}","-","1","2.3","gut occupation factor for prey 1 (-), default = 1.0"
"1119","zooplankton","water","mortality","dom_ratio","wet","fZooDOMW","{group_name}/parameters/fZooDOMW","-","0.35","2.3","DOM fraction of dead individuals(-), default = 0.35"
"1120","zooplankton","water","growth","standart_weight","wet","kDConsMaxZoo","{group_name}/parameters/kDConsMaxZoo","gDW/gDW/d","0.5","2.3","standard dry weight specific maximum consumption rate(gDW/gDW/d), default = 0.5"
"1121","zooplankton","water","respiration","respiration_rate","wet","kDRespZoo","{group_name}/parameters/kDRespZoo","1/d","0.2","2.3","maintenance respiration rate at 20*C(1/d), default = 0.2"
"1122","zooplankton","water","mortality","mortality_rate","wet","kMortZoo","{group_name}/parameters/kMortZoo","1/d","0.04","2.3","mortality rate(1/d), default = 0.04"
"1123","zooplankton","water","grazing","grazing","wet","lSi{prey_num}","{group_name}/parameters/lSi{prey_num}","-","FALSE","2.3","toggle prey 1 silica tracking (-), default = false"
"1124","zooplankton","water","grazing","food_items","wet","nPrey","{group_name}/parameters/nPrey","-","1","2.3","number of prey types(-), default = 1"
"1125","zooplankton","water","grazing","prey_identity","wet","prey_suffix{prey_num}","{group_name}/parameters/prey_suffix{prey_num}","-","W","2.3","prey 1 name suffix(-), default = ''"
"1126","zooplankton","water","","","wet","qODB","{group_name}/parameters/qODB","","1","2.3","toggle optimal diet breadth"
"1127","zooplankton","water","vertical_movement","","wet","qTrans","{group_name}/parameters/qTrans","","2","2.3","vert. trans. method"
"1128","zooplankton","water","","","wet","diagnostics","{group_name}/parameters/diagnostics","","FALSE","2.3",""
"1129","zooplankton","water","initial_conditions","initial_zooplankton","wet","sD","{group_name}/initialization/sD","gDW/m3","0.05","2.3","DW"
"1130","zooplankton","water","initial_conditions","initial_zooplankton","wet","sN","{group_name}/initialization/sN","gN/m3","0.0035","2.3","N (gN/m3)"
"1131","zooplankton","water","initial_conditions","initial_zooplankton","wet","sP","{group_name}/initialization/sP","gP/m3","0.0005","2.3","P (gP/m3)"
"1132","zooplankton","water","initial_conditions","initial_zooplankton","wet","sC","{group_name}/initialization/sC","","0.02","2.3",""
"1133","fish","water","initial_conditions","initial_fish","wet","sD","{group_name}/initialization/sD","gDW/m3","0.25","2.3","DW"
"1134","fish","water","initial_conditions","initial_fish","wet","sN","{group_name}/initialization/sN","gN/m3","0.025","2.3","N"
"1135","fish","water","initial_conditions","initial_fish","wet","sP","{group_name}/initialization/sP","gP/m3","0.0055","2.3","P"
"1136","fish","water","vertical_movement","vertical_velocity","wet","Vswim","{group_name}/parameters/Vswim","m/d","15","2.3","qTrans > 1; vertical migration speed"
"1137","fish","water","feeding","preference","wet","ZOOpref1","{group_name}/parameters/ZOOpref1","-","1","2.3","preference factor for zooplankton prey 1"
"1138","fish","water","feeding","preference","wet","ZOOpref2","{group_name}/parameters/ZOOpref2","","1","2.3","preference factor for zooplankton prey 2"
"1139","fish","water","growth","carrying_capacity","wet","cDCarrFish","{group_name}/parameters/cDCarrFish","gDW/m3","15","2.3","carrying capacity"
"1140","fish","water","migration","external_density","wet","cDFiIn","{group_name}/parameters/cDFiIn","gDW/m3","0.005","2.3","external density"
"1141","fish","water","initial_conditions","minimum_concentration","wet","cDFiMin","{group_name}/parameters/cDFiMin","gDW/m3","1.00E-05","2.3","minimum DW density"
"1142","fish","water","ageing","phenology","wet","cDayAgeFish","{group_name}/parameters/cDayAgeFish","day of the year","360","2.3","qStageOpt = 2 or 3; aging day of year for fis"
"1143","fish","water","reproduction","phenology","wet","cDayReprFish","{group_name}/parameters/cDayReprFish","day of the year","120","2.3","qStageOpt = 1 or 3; reproduction"
"1144","fish","water","vertical_movement","equation_options_vertical_velocity","wet","cMinLight","{group_name}/parameters/cMinLight","W/m2","50","2.3","qTrans = 3; light level triggering downwards swimming"
"1145","fish","water","vertical_movement","equation_options_vertical_velocity","wet","cMinO2","{group_name}/parameters/cMinO2","gO2/m3","2","2.3","qtrans > 1; oxygen conc. limit"
"1146","fish","water","stoichiometry","nitrogen_ratio","wet","cNDFishRef","{group_name}/parameters/cNDFishRef","mgN/mgDW","0.1","2.3","reference N/C ratio of fish"
"1147","fish","water","stoichiometry","phosphorus_ratio","wet","cPDFishRef","{group_name}/parameters/cPDFishRef","mgP/mgDW","0.022","2.3","reference P/C ratio of fish"
"1148","fish","water","feeding","environment_correction","wet","cRelVegZoo","{group_name}/parameters/cRelVegZoo","","0","2.3","decrease of fish feeding per macrophytes cove"
"1149","fish","water","feeding","temperature_limitation","wet","cSigTmFish","{group_name}/parameters/cSigTmFish","","10","2.3","temperature constant of fish"
"1150","fish","water","feeding","temperature_limitation","wet","cTmOptFish","{group_name}/parameters/cTmOptFish","*C","25","2.3","optimal temperature of zoo- and benthivorous fish"
"1151","fish","water","ageing","phenology","wet","fAgeFish","{group_name}/parameters/fAgeFish","1/d","0.5","2.3","qStageOpt = 2 or 3; yearly maturation fraction"
"1152","fish","water","feeding","assimilation_efficiency","wet","fDAssFi","{group_name}/parameters/fDAssFi","-","0.4","2.3","C assimilation efficiency of fish"
"1153","fish","water","stoichiometry","bone_fraction","wet","fDBone","{group_name}/parameters/fDBone","-","0.35","2.3","fraction of fish C fixed in bones and scales"
"1154","fish","water","feeding","egestation","wet","fDissEgesFish","{group_name}/parameters/fDissEgesFish","-","0.25","2.3","soluble nutrient frac. of fish egested food"
"1155","fish","water","mortality","nutrient_ratio","wet","fDissMortFish","{group_name}/parameters/fDissMortFish","","0.1","2.3","soluble nutrient frac. of dead fish"
"1156","fish","water","feeding","dom_ratio","wet","fFiDOMW","{group_name}/parameters/fFiDOMW","-","0","2.3","dissolved organic matter fraction from fish"
"1157","fish","water","feeding","zoobentivory_fraction ","wet","fFishBen","{group_name}/parameters/fFishBen","-","0","2.3","zoobentivory time fraction"
"1158","fish","water","feeding","piscivory_fraction ","wet","fFishPisc","{group_name}/parameters/fFishPisc","-","0","2.3","piscivory time fraction"
"1159","fish","water","feeding","zooplanktivory_fraction ","wet","fFishZoo","{group_name}/parameters/fFishZoo","-","1","2.3","zooplanktivory time fraction"
"1160","fish","water","stoichiometry","bone_fraction","wet","fPBone","{group_name}/parameters/fPBone","-","0.5","2.3","fraction of fish P fixed in bones and scales"
"1161","fish","water","reproduction","reproction_rate","wet","fReprFish","{group_name}/parameters/fReprFish","1/d","0.02","2.3","qStageOpt = 1 or 3; yearly reproduction fraction"
"1162","fish","water","feeding","feeding_rate","wet","hDZooFi","{group_name}/parameters/hDZooFi","g/m3","0.504480015","2.3","half-saturation zooplankton for zooplanktivory"
"1163","fish","water","feeding","assimilation_rate","wet","kDAssFi","{group_name}/parameters/kDAssFi","1/d","0.196838323","2.3","maximum assimilation rate of fish at 20*C"
"1164","fish","water","respiration","respiration_rate","wet","kDRespFi","{group_name}/parameters/kDRespFi","1/d","0.01","2.3","maintenance respiration constant of fish at 20*C"
"1165","fish","water","migration","migration_rate","wet","kMigrFish","{group_name}/parameters/kMigrFish","1/d","0.001","2.3","fish migration rate"
"1166","fish","water","mortality","mortality_rate","wet","kMortFi","{group_name}/parameters/kMortFi","1/d","0.001","2.3","specific mortality of fish"
"1167","fish","water","stoichiometry","stoichiometry_options","wet","lNutMeth","{group_name}/parameters/lNutMeth","(boolean)"," false","2.3","toggle fixed stochiometry"
"1168","fish","water","growth","vegetation_dependence","wet","lVegOpt","{group_name}/parameters/lVegOpt","(boolean)"," false","2.3","switch for macrophyte dependence on fish max assimilation"
"1169","fish","water","technical","","wet","nKShares","{group_name}/parameters/nKShares","-","0","2.3","qStageOpt > 0; # of not-coupled other stages sharing carr. cap."
"1170","fish","water","feeding","zooplankton_items","wet","nZOO","{group_name}/parameters/nZOO","(integer)","2","2.3","number of zooplankton prey"
"1171","fish","water","life_stages","equation_options_life_stages","wet","qStageOpt","{group_name}/parameters/qStageOpt","(integer)","2","2.3","stage coupling method: 0=nothing; 1=repro.; 2=maturation; 3=both"
"1172","fish","water","vertical_movement","equation_options_vertical_velocity","wet","qTrans","{group_name}/parameters/qTrans","-","2","2.3","vert. trans. method: 0=no trans.; 1=passive; 2=O2; 3=O2 & Light"
"1173","carbon","water","noncohesive","tracer","aed2","resuspension","aed2_noncohesive/resuspension","?","1","1.0.0","Tracer"
"1174","carbon","water","noncohesive","tracer","aed2","ss_initial","aed2_noncohesive/ss_initial","?","1","1.0.0","Tracer"
"1175","carbon","water","noncohesive","tracer","aed2","tau_r","aed2_noncohesive/tau_r","?","1","1.0.0","Tracer"
"1176","carbon","water","noncohesive","tracer","aed2","settling","aed2_noncohesive/settling","?","3","1.0.0","Tracer"
"1177","carbon","water","noncohesive","tracer","aed2","rho_ss","aed2_noncohesive/rho_ss","?","1500","1.0.0","Tracer"
"1178","nitrogen","sediment","mineralization","mineralization_nitrate","selmaprotbas","mbnnrate","selmaprotbas/parameters/mbnnrate","-","0.1","1.2.0","mineralization by nitrate rate relative to mineralization by oxygen (-), default = 0.1"
"1179","nitrogen","sediment","nitrification","nitrification_rate","selmaprotbas","nitrif_rate","selmaprotbas/parameters/nitrif_rate","d-1","0.1","1.2.0","nitrification rate (1/d), default = 0.1"
